broad_field,major_field,field,year,n_phds
Other,Business management and administration,"Hospitality, food service and tourism management",2013,71.0
Other,Business management and administration,Human resources development,2013,44.0
Other,Business management and administration,"International business, trade, commerce",2013,33.0
Other,Business management and administration,"Management information systems, business statistics",2013,107.0
Other,Business management and administration,Marketing management and research,2013,191.0
Other,Business management and administration,Operations research (business),2013,103.0
Other,Business management and administration,Organizational behavior,2013,186.0
Other,Business management and administration,"Business management and administration, general",2013,40.0
Other,Business management and administration,"Business management and administration, other",2013,55.0
Other,Communication,Communication research,2013,155.0
Other,Communication,Communication theory,2013,30.0
Other,Communication,"Film, radio, TV and digital communication",2013,30.0
Other,Communication,"Mass communication, media studies",2013,239.0
Other,Communication,"Communication, general",2013,107.0
Other,Communication,"Communication, other",2013,84.0
Other,Non-S&E fields nec,Architecture and environmental design,2013,101.0
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2013,57.0
Other,Non-S&E fields nec,Law,2013,81.0
Other,Non-S&E fields nec,Library science,2013,39.0
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2013,76.0
Other,Non-S&E fields nec,Public administration,2013,127.0
Other,Non-S&E fields nec,Social work,2013,330.0
Other,Non-S&E fields nec,Other fields nec,2013,16.0
Life sciences,Agricultural sciences and natural resources,Agricultural economics,2014,96.0
Life sciences,Agricultural sciences and natural resources,Agricultural and horticultural plant breeding,2014,39.0
Life sciences,Agricultural sciences and natural resources,Agricultural animal breeding,2014,165.90491591203104
Life sciences,Agricultural sciences and natural resources,Agronomy and crop science,2014,80.0
Life sciences,Agricultural sciences and natural resources,Animal nutrition,2014,50.0
Life sciences,Agricultural sciences and natural resources,"Animal science, poultry or avian",2014,25.0
Life sciences,Agricultural sciences and natural resources,"Animal sciences, other",2014,103.0
Life sciences,Agricultural sciences and natural resources,Environmental science,2014,213.0
Life sciences,Agricultural sciences and natural resources,Fishing and fisheries sciences and management,2014,52.0
Life sciences,Agricultural sciences and natural resources,Food science,2014,93.0
Life sciences,Agricultural sciences and natural resources,"Food science and technology, other",2014,39.0
Life sciences,Agricultural sciences and natural resources,Forest sciences and biology,2014,22.0
Life sciences,Agricultural sciences and natural resources,"Forest management, forest resources management",2014,28.0
Life sciences,Agricultural sciences and natural resources,"Forestry, other",2014,20.0
Life sciences,Agricultural sciences and natural resources,Horticulture science,2014,51.0
Life sciences,Agricultural sciences and natural resources,Natural resource and environmental policy,2014,35.0
Life sciences,Agricultural sciences and natural resources,Natural resources and conservation,2014,70.0
Life sciences,Agricultural sciences and natural resources,Natural resources and environmental economics (agricultural sciences),2014,28.0
Life sciences,Agricultural sciences and natural resources,"Plant pathology and phytopathology, agricultural",2014,74.0
Life sciences,Agricultural sciences and natural resources,"Plant sciences, other",2014,78.0
Life sciences,Agricultural sciences and natural resources,"Soil chemistry, microbiology",2014,20.0
Life sciences,Agricultural sciences and natural resources,"Soil sciences, other",2014,45.0
Life sciences,Agricultural sciences and natural resources,"Wildlife, range management",2014,29.0
Life sciences,Agricultural sciences and natural resources,"Wood science, pulp and paper technology",2014,4.0
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, generala",2014,25.0
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, otherb",2014,19.0
Life sciences,Biological and biomedical sciences,Anatomy,2014,15.0
Life sciences,Biological and biomedical sciences,Bacteriology,2014,25.0
Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),2014,820.0
Life sciences,Biological and biomedical sciences,Bioinformatics,2014,183.0
Life sciences,Biological and biomedical sciences,Biomedical sciences,2014,438.0
Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,2014,165.0
Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),2014,186.0
Life sciences,Biological and biomedical sciences,Biotechnology,2014,45.0
Life sciences,Biological and biomedical sciences,Botany and plant biology,2014,93.0
Life sciences,Biological and biomedical sciences,Cancer biology,2014,455.0
Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",2014,335.0
Life sciences,Biological and biomedical sciences,Computational biology,2014,117.0
Life sciences,Biological and biomedical sciences,Developmental biology and embryology,2014,198.0
Life sciences,Biological and biomedical sciences,Ecology,2014,449.0
Life sciences,Biological and biomedical sciences,Endocrinology,2014,26.0
Life sciences,Biological and biomedical sciences,Entomology,2014,112.0
Life sciences,Biological and biomedical sciences,Environmental toxicologyc,2014,49.0
Life sciences,Biological and biomedical sciences,Epidemiology,2014,292.0
Life sciences,Biological and biomedical sciences,Evolutionary biology,2014,215.0
Life sciences,Biological and biomedical sciences,"Genetics, genomics, human and animal",2014,401.0
Life sciences,Biological and biomedical sciences,Immunology,2014,456.0
Life sciences,Biological and biomedical sciences,Microbiology,2014,463.0
Life sciences,Biological and biomedical sciences,Molecular biology,2014,670.0
Life sciences,Biological and biomedical sciences,Molecular medicine,2014,165.90491591203104
Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiologye",2014,1048.0
Life sciences,Biological and biomedical sciences,Nutrition sciences,2014,175.0
Life sciences,Biological and biomedical sciences,Parasitology,2014,26.0
Life sciences,Biological and biomedical sciences,"Pathology, human and animal",2014,99.0
Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",2014,292.0
Life sciences,Biological and biomedical sciences,"Physiology, human and animal",2014,208.0
Life sciences,Biological and biomedical sciences,Plant genetics,2014,48.0
Life sciences,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),2014,29.0
Life sciences,Biological and biomedical sciences,Plant physiology,2014,17.0
Life sciences,Biological and biomedical sciences,Structural biology,2014,59.0
Life sciences,Biological and biomedical sciences,Toxicology,2014,117.0
Life sciences,Biological and biomedical sciences,Virology,2014,163.0
Life sciences,Biological and biomedical sciences,Wildlife biology,2014,36.0
Life sciences,Biological and biomedical sciences,Zoology,2014,32.0
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",2014,245.0
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, other",2014,66.0
Life sciences,Health sciences,Environmental health,2014,77.0
Life sciences,Health sciences,Environmental toxicologyc,2014,165.90491591203104
Life sciences,Health sciences,Gerontology (health sciences),2014,14.0
Life sciences,Health sciences,Health and behavior,2014,88.0
Life sciences,Health sciences,Health services research,2014,165.90491591203104
Life sciences,Health sciences,Health systems administration,2014,89.0
Life sciences,Health sciences,"Kinesiology, exercise sciencef",2014,249.0
Life sciences,Health sciences,"Medical physics, radiological science",2014,103.0
Life sciences,Health sciences,Nursing science,2014,580.0
Life sciences,Health sciences,"Oral biology, oral pathology",2014,15.0
Life sciences,Health sciences,Pharmaceutical sciencesg,2014,279.0
Life sciences,Health sciences,Public health,2014,400.0
Life sciences,Health sciences,"Rehabilitation, therapeutic services",2014,83.0
Life sciences,Health sciences,Speech-language pathology and audiology,2014,114.0
